Product Name(PN),  Search Result by PN  ,Company Name(CN),Search Result by CN,Designer (D),Search Result by D,Search Result by PN+CN,Search Result by PN only in HK,Search Result by PN only in China,Search Result by PN only in Amazon.com
the august club,"5,050",Daniel Richardson,"206,000",Daniel James T Richardson,"72,200,000","214,000","3,680,000","9,470,000","5,390,000"
biddy short film,156,Rhys Parsons,"16,100",Rhys Parsons,"16,100","16,400","42,100","144,000",330
blessed are they that fear the lord,"20,600",Leoni Tenius,682,Leoni Tenius,"3,360","21,800","412,000","1,550,000","9,190"
how to drown a fish edinburgh festival fringe 2017,7,Grace Gibson,"80,200",Grace Elizabeth Gibson,"1,260","79,800","111,000","119,000",2
beverlys brows reviving morale to those effected b,5,Rachel Mitton,"1,600",Rachel Mitton,"1,590","1,570","480,000","468,000",17
gocards exercise playing cards,7,Colton Schock,"4,640",Colton Schock,"1,230","4,820","14,400","42,300",294
magc stylish upgrade for usb c resurrect magsafe,488,MagC,"494,000",Ken Ming-Kin Yip,103,"497,000","11,100","28,600",3
the christmas tale of elaine gale,438,Daniel Thompson,"356,000",Daniel Paul Thompson,"8,570","356,000","74,600","139,000",74
ufos and et contact publish new book and spread wo,97,Reed Summers,"48,200",Reed Summers,"49,100","50,400",8,"188,000",9
bodypainting day 2017 nyc amsterdam berlin,8,"Andy Golub Productions, LLC",516,Andrew Golub,"25,200",569,8,"75,100",1
tuls the tool box for your wallet,254,Dave & Calvin Laituri,"451,000,000",David Laituri,"3,020",4,"120,000","157,000",189
dragons are awesome mermaids are okay too,423,Baby Tattoo,"2,250,000",Robert Self,"131,000","2,260,000","239,000","1,120,000","8,590"
fundraiser for a band biography of the butthole su,74,Eleusinian Press,716,Alastair Kemp,"1,430",727,"198,000","194,000",21
deanna of the dead,"2,310",William Skaar,"1,660",William George,"580,000","4,600","244,000","103,000","13,600"
luckys coffee garage on the green in lebanon nh,70,Deb!,"90,400,000",Deborah Shinnlinger,34,"91,000,000","88,000","209,000",19
100 demon dialogues book and plushie,67,Lucy Bellwood,"87,100",Lucy Bellwood,"86,300","86,600","10,500","22,900",5
piso flotado sprung floor mtyibg,8,Jose Ramirez-Garza,"2,650",Jose Hector Ramirez Garza,10,"2,190",5,5,0
explorers of the north sea rocks of ruin,"4,890",Shem Phillips,"252,000",Joshua Shem Phillips,30,"329,000","1,060,000","687,000",281
villy custom limited edition cruiser bikes with a,74,Villy Custom,"158,000",Robert Hicks,"306,000","159,000","19,800","15,500",4
fodi the flat multi purpose origami stand,"2,150",FODI,"1,360,000",CHUN CHUN GRACE CHOW,"379,000","1,340,000","25,600","37,900",0
a new venture needs a new wheel,5,Hannah,"270,000,000",Hannah Clare Louise Staniforth,"304,000","270,000,000","335,000","797,000","99,700"
raspberry shake 4d detect earthquakes and invisibl,1,OSOP,"227,000",Branden Christensen,"2,470","227,000","17,000","35,000",0
classic gaming review print collection,209,Classic Game Room,"872,000",Mark  Bussler,"295,000","948,000","355,000","1,960,000","13,600,000"
the guardian of the forest of love a picture book,4,Kati Treu,"2,040",Katrina Treu,200,"2,540","220,000","650,000","12,500"
ljw photography the path and rise of a novice,5,lee white,"481,000",Lee James White,"8,190","479,000","8,700","15,800",2
godrive pro say goodbye to low storage on iphone f,158,Halos AI Inc.,"1,550",Sean Yang,"105,000","1,530","14,800","28,400",2
resurrected,"13,900,000",Swamp Line Productions,"1,120",Kim Louise Roberts,"2,630","13,900,000","1,160,000","104,000","176,000"
reed grimms debut album,133,Reed Grimm,"43,600",Reed Grimm,"48,000","51,300","21,800","37,700",67
proof porch project,463,Ana Maria Campoy,"39,300",Ana Maria Campoy,"39,400","42,200","185,000","1,020,000","2,760"
wholefoods cooperative shop,189,"Faye, Rebecca, Suzanne & Monique","608,000",Faye Tina Jackson,2,7,"101,000","134,000","42,300"
high school coven,"9,880",Kaela Garvin,534,Kaela Garvin,534,"2,640","185,000","721,000","4,380"
stone dragon mountain,"4,460",Luke Crane,"246,000",Luke Crane,"246,000","251,000","662,000","4,030,000","11,300"
founders of gloomhaven,"55,000",Isaac Childres,"399,000",Isaac Childres,"397,000","400,000","87,300","76,300",10
munchkin special delivery,220,Steve Jackson Games,"590,000",Susan de la Torre Bueno,50,"592,000","83,300","68,500","24,400"
trans dudes with lady cancer,169,Yee Won and Brooks,8,Yee Won Chong,"15,500",148,"1,430,000","690,000",275
lil piggies the fairy tale card game thats a perfe,67,Rodger Oakes,"1,070",Rodger Oakes,"1,060","4,770","97,400","353,000","1,040"
ghostwriter london noir 1800 edition invent your s,8,Alberto Filannino,"1,020",Alberto Filannino,"1,010","1,030","30,800","6,820",1
the book of maxwell,"59,700",Jeff and Henry Mawell Hanson,7,Jeff Hanson,"160,000","58,700","2,320,000","845,000","156,000"
infocus,"30,400,000",Nina & Liz,"433,000,000",elizabeth fitzpatrick,"145,000","374,000","121,000","154,000","12,700"
strikethru the to do list notebook,99,Chris Kyle,"417,000",Christopher David Kyle,"1,800","435,000","4,420","135,000",718
gumby imagined the story of art clokey and his cre,163,Dynamite Entertainment,"3,560,000",Nicola Barrucci,278,"459,000","19,800","32,100",166
milionart kaleidoscope das xxl kunstmagazin,125,Magdalena Froner & Hugo V. Astner,"31,000",Magdalena Froner,"2,320",102,8,26,0
ready to go a short film by lynda reiss,152,John Craine,"10,200",John Craine,"41,600","41,700","190,000","28,300",17
mick,"28,500,000",Svenja Lange,"13,000",Svenja Lange,"5,700","96,600,000","1,380,000","1,940,000","94,400"
arbiter 0,"7,640",Jordan Scott,"381,000",Jordan Scott,"1,440,000","382,000","67,600","79,600","10,100"
15 minutes psa about male sexual assault,"53,400",Evie Marie Warner,"1,430",Evie Warner,"1,920","24,500",9,8,"50,900"
cthulhu rise of the cults,"83,200",Krzysztof Wolicki REDIMP,"5,520",Daniel O'Neill,"469,000","3,810","74,000","120,000",222
bicycle starlight solar playing cards,"6,630",Collectable Playing Cards,"155,000",Michael J Guistolise,61,"114,000","398,000","163,000",875
somewhere else album,"14,300",Carl Orr,"55,200",Carl Orr,"55,000","20,000","4,650,000","4,330,000","46,700"
chineasy tiles play to learn chinese,439,ShaoLan Hsueh,"199,000",Shaolan Hsueh,"201,000","181,000","9,770","24,900",164
castle happy grow our show,65,Susan Dunn,"151,000",Susan Dunn,"150,000","140,000","2,070,000","1,210,000","8,000"
hotter,"16,600,000",Transgression Productions,405,Kaiya Stone,850,"15,900,000","1,490,000","2,240,000","99,300"
riders of the apocalypse playing cards,377,Ace Collectable Cards,"1,510",Justin Sarfraz Hussain,1,"7,800","713,000","109,000","1,790"
pictures with stories a memoir by tony mendoza,247,Tony Mendoza,"215,000",Antonio G. Mendoza,"4,640","128,000","64,700","163,000",106
artemis and luna sailor moon necklace,3,Sammy Stami,842,Samantha Rostami,7,"6,290","80,700","367,000",303
chicago south asian film festival 2017,773,Jigar Shah,"137,000",Amit Rana,"164,000","136,000","612,000","325,000","3,800"
criminal short film festival fund,6,Huw Brentnall,"1,190",Huw Edward E Brentnall,"184,000","1,190","931,000","3,010,000","66,400"
alex the airplane aviation children stories,9,Joshua Keliiheleua,581,Joshua Keliiheleua,575,578,"271,000","785,000","6,450"
burrows and badgers fur and feathers anthro miniat,207,Oathsworn Miniatures,"31,000",Michael Lovejoy,"87,700","31,200","16,200","28,000",1
a murder in rodlera a tal nor comic by t perran mi,7,T. Perran Mitchell,"2,450",Thomas Mitchell,"485,000","2,440",9,26,0
katze vol2,119,LÃ©a Matte,8,LÃ©a Matte,7,"1,160","175,000","44,300",122
jonathin quackup 2 alternative comic cover from ra,58,Raymond Mullikin,"13,300",Raymond Mullikin,"2,390","2,390",541,"267,000",79
sex ed with db podcast equipment,7,Danielle Jay Bezalel,329,Danielle Bezalel,"1,050","3,320","159,000","129,000",38
mirrocool the smart mirror that knows you,274,MirroCool INC,428,Tytus Cytowski,"2,020","1,530","1,360","2,390",0
suncontrol diy solar power for the raspberry pi ar,7,SwitchDoc Labs,"13,800",John Shovic,"1,250","79,000","6,800","17,800",5
decades chicago architecture posters,697,Stephen Christ,"16,300",Stephen Christ,"74,100","73,700","230,000","526,000","5,120"
the boys a short film collection,1,Garden Club Productions,4,Russell Sauve,"1,570",4,"1,660,000","2,900,000","16,600,000"
modern map prints,"88,000",Nicola Jane Milns,308,Nicola Jane Milns,302,"13,500","2,770,000","6,150,000","129,000"
the noodle poster try these noodle from around the,51,SweeTooth Design LLC,195,Cheuk Chu,"13,400",467,"473,000","857,000","12,800"
paperthink 2 make better decisions,10,Claudia Stocker,"21,500",Claudia Elizabeth Stocker,"297,000","21,600","48,700","68,500",255
jamie saves the world,471,James Alexander McInnes,749,James Alexander Mcinnes,"1,940","1,190","120,000","189,000","6,950"
lightning strikes hilo,143,Larry Dupio,"1,760",Larry Dupio,"1,750","1,760","85,800","77,800",22
neil johnson band 5 song ep,10,Neil Johnson,"355,000",Neil Johnson,"356,000","365,000","531,000","6,780,000","1,580"
europe who are you,"133,000",Lucas Leroy,"60,200",Lucas Leroy,"59,600","156,000","3,690,000","3,450,000","6,540,000"
4tfy an affordable vpn for all,175,Luke Millanta,"1,390",Luke Millanta,"1,380","1,470",98,190,0
westerly sound our debut album,9,Westerly Sound,"1,790",Matthew Bellman,"1,290","1,770","79,700","298,000",167
watches of instagram issue 01,9,TickerART,"1,740",Jon Nelson,"187,000","1,710","469,000","28,200,000","16,900"
hobbits dobbies and fairies,7,Ty Hulse,"51,400",Ty Hulse,"51,900","52,800","6,120","22,300",1
this is hell,"1,850,000",Chip Johnson,"131,000",Donald A. Johnson III,4,"4,440,000","7,130,000","15,300,000","1,490,000"
orion360 worlds first gesture controlled music sys,7,ORICA AUDIO (deleted),6,Erandra Ramegowda,3,8,277,595,0
alex automatic bokehs machine,95,Fraser Campbell,"44,200",Fraser Campbell,"160,000","43,700","22,900","48,800",9
ausker redefining high quality cookware,195,Ausker,"20,100",Patrick M Jones,"72,200","158,000","13,100","1,870",0
tearribles the dog toy weve all been waiting for,423,Tearribles,"3,060",Sanja Jovanovic,"116,000",919,"476,000","2,040,000","12,500"
wonderland lost hardcover digital dream by everett,7,badgirlartwork.com,205,Everette Hartsoe,"149,000",961,"19,800","21,500",7
the working mans ballet autobiography of alan huds,58,London Books,"124,000",Martin Knight,"80,400","208,000","512,000","168,000",297
radiance a fannibal anthology,3410,Romina NikoliÄ,"123,000",Romina Nikolic,627,2,85,141,0
libre computer board next gen 4k sbc dev board for,1210,Libre Computer Project,"13,100",Da Xue,"898,000","4,620","18,800","8,010",84
moon rabbit enamel pin,4,Angelus,"7,980,000",Francisco Cruz Castro,"4,110","17,100,000","1,040,000","474,000",175
too long at the fair,500000,Jessie Barr,"19,600",Jessica Nickeson Barr,"5,090","127,000","2,600,000","3,480,000","1,950,000"
johannes voss 2017 token collection,250,Johannes Voss,"205,000",Johannes Voss,"206,000","206,000","16,200","25,400",5
little paper planes workshop and after school arts,130,Little Paper Planes Shop,"16,400",Kelly Jones,"427,000","3,730","1,490,000","1,270,000",507
made up with danny volk the akron sessions,124,Roza Maille and Danny Volk,7,Daniel Volk,"93,600",130,"9,170","28,500",0
transmodernity a film about changemakers,377,Halea Isabelle Kala,"3,980",Halea Isabelle Kaulingfrecks,7,"2,030",39,71,0
lucidity six sided nightmares,13600,Shannon Kelly,"2,220,000",Shannon Tyler Kelly,283,"497,000","97,300","31,900",5
good bird 20 a new restaurant in nola,9,Leo Sloan,"2,260",Leo  Sloan,"2,240","2,220","239,000","724,000","13,100"
cartoonify yourself and join our virtual city cart,7,Brad Gosse,"79,400",Brad Gosse,"84,100","89,000","244,000","608,000","39,400"
custom handcrafted pens wood acrylic stone and eng,6,Justin Chow and Paul,6,Justin Chow,"56,500",9,"211,000","654,000","1,960"
ms thorns home for wicked children 0,5,Sugar pill publishing,243,Michele Hartsoe,"1,580",249,"48,500","254,000",218
21 days a cooperative survival boardgame for 1 4 p,385,Erik Winkelman,"247,000",erik winkelman,"252,000","2,160","269,000","457,000",50
the 19th annual animation show of shows take 2,115,Ron Diamond,"27,900",Ronald Jay Diamond,182,"84,600","659,000","273,000",148
zigate universal zigbee gateway for smarthome,366,FrÃ©dÃ©ric Dubois,51,Frederic Jacques Paul Dubois,7,502,19,58,0
pium your personal aromatherapist,806,"Pium, Inc.","1,110",Jaeyeon Kihm,"2,310","1,460","31,000","608,000",0
aint no good man a soul album,168,Tor & Lisa,"280,000,000",Lisa Rothauser,"1,650",135,"197,000","690,000","32,500"
zing worlds smartest night light,611,Daniel Wang // TEAM ZING,103,Daniel Wang,"363,000",675,"44,100","93,400",31
chris and bethanys new worship project,7,Chris Solyntjes,845,Christopher Solyntjes,52,790,"114,000","82,700",71
la ena film,179,Amilcar Navarro,"4,920",Amilcar Navarro,"4,930","8,320","639,000","128,000","1,080"
carnevale the miniature game,963,TTCombat,"124,000",Louis William K Simpson,"2,210,000","138,000","753,000","70,300",67
parral dev board,522,Juan Daniel Garcia Lizarraga,313,Juan Daniel Garcia Lizarraga,311,737,"1,620,000","11,900",1
the wild cosmos a new kind of sci fi adventure com,91,Curtis,"171,000,000",Curtis Clow,"1,640","172,000,000","2,030,000","1,320,000","1,750"
the young fables are recording a classic country r,129,The Young Fables,"51,800",Laurel Wright,"39,400","53,900","162,000","146,000",98
gripengo,608,Aaron Howcroft,"1,990",Aaron Howcroft,"1,930",528,30,"129,000",3
questions i always get asked as a muslim,5,Anzar Chida,402,Anzar Chida,225,500,"825,000","1,850,000","74,200"
like,11480000000,Zubi Mohammed,"6,660",Zubairu Agwai Mohammed,8,"11,500,000,000","8,630,000","22,500,000","80,000,000"
white wolves short film,290,Sarah Koteles,818,Sarah Koteles,800,843,"613,000","1,750,000","45,000"
caricom magazine issue 1,98,Calum Jacobs,"1,030",Shawn Patrick Sawyers,2,"2,060","48,900","16,700",84
coin and crown,33600,Escape Velocity Games,"4,030",Steven Richard Cole,"1,150","211,000","3,840,000","588,000","20,600"
rick and morty skeleton pins,8,Will Blood,"108,000",William Henry Bayne,769,"104,000","99,300","128,000",113
ti hook the titanium edc belt you never knew you n,187,Michael Sargent,"364,000",Michael Sargent,"388,000","408,000","20,300","180,000",52
worlds 1st affordable authentic moon rock pendant,5,Steve Arnold,"193,000",Steven Arnold,"174,000","192,000","198,000","3,100,000","1,910"
sailor moon and tuxedo mask pin badges,5,Ellouise,"166,000",Ellouise Betsy Codd,0,"165,000","52,700","54,100",8
surreal dice tower,2330,Jason Andrew Hite,999,Jason Hite,"69,700",913,"252,000","223,000",116
gothic tales of haunted love a comics anthology,200,Hope Nicholson,"125,000",Hope Nicholson,"123,000","122,000","157,000","211,000",913
neo playing cards,4700,"Montenzi Design, NZ",554,Alexey Andreev,"83,200","1,430","168,000","4,100,000","22,400"
pensil apparel,40,Daniel Pike,"60,700",Daniel Lawrence Pike,150,"66,600","27,500","8,730",8
prometheus 1,131000,Ryan,"195,000,000",Ryan Little,"328,000","711,000,000","199,000","1,080,000","76,100"
the grandiloquent word of the day 2018 wall calend,1070,Grandiloquent Word of the Day/Jason Ott,3,Jason T Ott,"1,460","1,090","4,020","8,260",1
muertos playing cards,38600,Natalia Silva,"198,000",Natalia Silva,"297,000","332,000",7,"142,000","2,220"
alice the bee and the story of drumpf a childrens,39,Amanda Moskowitz,"3,010",Amanda Moskowitz,"2,950","2,870","79,100","5,470",1
connie and the tooth troll,500,Connie Books,"11,100",Daniel Gould,"277,000","11,700","73,400","120,000",30
im not just a scribble childrens book that inspire,153,Diane Alber,"4,140",Diane Alber,"22,000","21,000","776,000","953,000","6,610"
quackers a ducks tale,80,Wimmer Studios,473,Jime Alena Wimmer,138,486,"48,800","204,000",140
bramble hill farm year round salad production,216,Cathy Munro,"15,100",Cathy Munro,"14,500","14,400","56,300","80,100",6
day of the dead wednesday calavera vinyl stickers,4,Jose Pulido,"220,000",Jose Pulido,"223,000","223,000","101,000","318,000",120
persephone an honest mental health performance mnf,5,Torre Edahl,391,Torre Edahl,402,411,552,"5,220",0
a kid from the south the art gallery,5,Jorge Casanova,"66,100",Jorge Casanova,"78,300","78,300","3,930,000","3,380,000","31,400"
d20 enamel pins,1320,Eldritch Rach,588,Rachel Louise Quinney,"303,000","1,750","32,500","33,000",68
marciante and company leather footwear and accesso,80,Marciante and Company,"3,120",Joseph Marciante,"1,880","2,940",86,151,8
wheres mommys mommy a childrens book,9,Lizzie Lukens Conrad,213,Elizabeth Lukens Conrad,40,211,"1,770","616,000",436
shapeshifter the worlds first shape able stiff bri,1040,C. Damien Henning,133,Christopher Damien Henning,54,"1,660",31,316,0
unrobe fashion made in organic fabrics at fair pri,55,Unrobe,"63,000",Daan Ubachs,"1,710","413,000",718,"875,000",4
boxes,620000000,Artiztiko,"2,740",Marie-Eve Corbin,459,"627,000,000","10,100,000","1,720,000","5,630,000"
upper structures debut studio album,7,Upper Structure,"298,000",Nicholas Lyons,"35,400","307,000","3,070,000","810,000","2,380"
finistere restaurant is opening in port townsend,112,Deborah Taylor,"195,000",Deborah Taylor,"226,000","227,000",573,930,5
unmasked volume 2 promethean,184,Michael Sarrao,"1,470",Michael Sarrao,"1,460","1,440",56,638,1
the lighthouse 2,42800,Shadow Knights Studio,"1,370",Laylee Bodaghee,318,"192,000","1,150,000","25,300,000","154,000"
cap on sound on,2420,zeroi,"66,700",HANJIN PARK,"4,520","68,600","961,000","1,980,000","154,000"
kikis delivery service halloween ghibli enamel pin,7,Poshsy,"4,970",vilma perez,"86,800","1,030","2,470","27,600",2
the penned guin to coldly go,126,Alan Henderson,"145,000",Alan George Henderson,899,"181,000",191,"35,100",157
defense of the citadel 0,1180,Spherewalker Games,"7,880",Sai Hung Cheng,"1,760","8,610","11,800","2,010,000",808
moon phase floofs collectible hard enamel pins,5,Sara (Xhilyn),533,Sara Schwartz,"356,000",556,"1,320","430,000",3
taco revolution make tacos not war,59,Julia Zion,814,Julia Zion,808,855,"3,910","78,300",16
pre order david brinkers debut ep,6,David Brinker,"38,300",David Brinker,"38,300","38,400",584,"12,800",50
the oco dopp kit your last toiletry bag,290,OCO,"13,700,000",Andrew Robert Peel Luba,"581,000","13,800,000","66,100","392,000","3,870"
exploitation and the directors who make it,17800,Bill Zebub,"3,290,000",Bill Turjancik,400,"3,280,000","85,000","16,100,000","10,400"
illustrations for the novel parts per million,180,Gabriel Liston,"11,700",Gabriel Liston,"11,900","12,000","1,750,000","964,000","34,300"
a matter of time kickstarter,1720,Haywire Game Studios,134,Jeremy K Coggins,9,"2,270","93,300","2,760,000","4,860"
dawnstar elven blessing,154,Julia Okrusko,"12,500",Julija Okrusko ,"3,400","3,390",122,"28,400",0
joe pine coffee co,4190,Jill Davis,"112,000",Jill Davis,"148,000","150,000","52,700","220,000",265
public goods revolutionizing household products,1920,Morgan Hirsh,"3,210",Morgan Hirsh Lackman,37,"1,400","53,800","157,000","6,590"
